(sec),(mm),(kgf)
389.2,25.94677,6.37043
389.30003,25.95331,6.36716
389.40003,25.95989,6.36881
389.50003,25.96675,6.38259
389.6,25.97334,6.34527
389.7,25.97998,6.38974
389.80003,25.98673,6.3996
389.90003,25.99338,6.37077
390.00003,25.99997,6.38338
390.1,26.00671,6.36926
390.2,26.0133,6.35917
390.30003,26.01995,6.37057
390.40003,26.0267,6.38261
390.50003,26.03334,6.35257
390.6,26.03998,6.35264
390.7,26.04673,6.37578
390.80003,26.05327,6.3878
390.90003,26.06007,6.38258
391.00003,26.06661,6.37745
391.1,26.07325,6.37863
391.2,26.08011,6.39007
391.30003,26.08664,6.39406
391.40003,26.09323,6.37395
391.50003,26.10009,6.3958
391.6,26.10663,6.37369
391.7,26.11327,6.38702
391.80003,26.12007,6.3721
391.90003,26.12661,6.3765
392.00003,26.1333,6.38421
392.1,26.14011,6.36122
392.2,26.1467,6.38324
392.30003,26.15334,6.37393
392.40003,26.16009,6.39291
392.50003,26.16663,6.36809
392.6,26.17327,6.37157
392.7,26.18002,6.38636
392.80003,26.18666,6.38582
392.90003,26.19336,6.38811
393.00003,26.2,6.4078
393.1,26.20664,6.38452
393.2,26.21334,6.37001
393.30003,26.21998,6.38431
393.40003,26.22657,6.39038
393.50003,26.23338,6.38121
393.6,26.24002,6.36167
393.7,26.24661,6.40155
393.80003,26.25341,6.38619
393.90003,26.25995,6.37907
394.00003,26.26659,6.3838
394.1,26.27345,6.38385
394.2,26.27987,6.3935
394.30003,26.28657,6.41231
394.40003,26.29348,6.39059
394.50003,26.29997,6.39961
394.6,26.30661,6.37974
394.7,26.31347,6.38932
394.80003,26.32005,6.39007
394.90003,26.32665,6.40263
395.00003,26.33334,6.39466
395.1,26.33998,6.40449
395.2,26.34663,6.40561
395.30003,26.35337,6.38557
395.40003,26.36002,6.38691
395.50003,26.36672,6.37441
395.6,26.37336,6.39532
395.7,26.37995,6.41323
395.80003,26.38664,6.4166
395.90003,26.39323,6.40172
396.00003,26.39998,6.38957
396.1,26.40679,6.40396
396.2,26.41332,6.40212
396.30003,26.41996,6.40682
396.40003,26.42677,6.40373
396.50003,26.4333,6.40477
396.6,26.43984,6.39703
396.7,26.44675,6.38999
396.80003,26.45334,6.39868
396.90003,26.45998,6.40824
397.00003,26.46679,6.43146
397.1,26.47338,6.40338
397.2,26.47996,6.39864
397.30003,26.48671,6.41558
397.40003,26.49331,6.408
397.50003,26.49995,6.3951
397.6,26.50675,6.39753
397.7,26.51334,6.39922
397.80003,26.51998,6.3986
397.90003,26.52668,6.41239
398.00003,26.53338,6.39412
398.1,26.54002,6.40989
398.2,26.54655,6.42911
398.30003,26.5533,6.41357
398.40003,26.56011,6.41669
398.50003,26.56664,6.41985
398.6,26.57323,6.41932
398.7,26.58014,6.43173
398.80003,26.58668,6.41611
398.90003,26.59327,6.41113
399.00003,26.60007,6.42221
399.1,26.60661,6.40633
399.2,26.61325,6.40412
399.30003,26.62005,6.41278
399.40003,26.6267,6.43863
399.50003,26.63329,6.41131
399.6,26.64014,6.414
399.7,26.64668,6.41244
399.80003,26.65321,6.41406
399.90003,26.66002,6.41832
400.00003,26.66666,6.40831
400.1,26.67336,6.40335
400.2,26.68005,6.41069
400.30003,26.6867,6.4334
400.40003,26.69339,6.42874
400.50003,26.69998,6.43155
400.6,26.70652,6.42672
400.7,26.71338,6.41282
400.80003,26.72002,6.42132
400.90003,26.72666,6.4058
401.00003,26.73341,6.43079
401.1,26.73995,6.42758
401.2,26.74659,6.42428
401.30003,26.75345,6.42009
401.40003,26.75993,6.44319
401.50003,26.76657,6.42367
401.6,26.77348,6.40522
401.7,26.78002,6.42132
401.80003,26.78655,6.42042
401.90003,26.79341,6.44971
402.00003,26.80006,6.43175
402.1,26.80659,6.41826
402.2,26.81334,6.42901
402.30003,26.81998,6.42825
402.40003,26.82663,6.43569
402.50003,26.83338,6.42826
402.6,26.84002,6.4176
402.7,26.84666,6.42288
402.80003,26.85341,6.43134
402.90003,26.86,6.43472
403.00003,26.86659,6.43734
403.1,26.87328,6.42848
403.2,26.87998,6.44481
403.30003,26.88673,6.44076
403.40003,26.89332,6.42812
403.50003,26.89991,6.42755
403.6,26.90682,6.42572
403.7,26.9133,6.4184
403.80003,26.91989,6.43645
403.90003,26.9267,6.46001
404.00003,26.93329,6.43455
404.1,26.93998,6.41889
404.2,26.94678,6.42699
404.30003,26.95327,6.45084
404.40003,26.95996,6.43372
404.50003,26.96677,6.41115
404.6,26.97325,6.44022
404.7,26.97989,6.43046
404.80003,26.98675,6.45351
404.90003,26.99334,6.43143
405.00003,26.99998,6.41444
405.1,27.00668,6.44728
405.2,27.01337,6.42231
405.30003,27.01997,6.42208
405.40003,27.02666,6.44334
405.50003,27.0333,6.43288
405.6,27.04005,6.44061
405.7,27.0467,6.43959
405.80003,27.05334,6.44424
405.90003,27.05998,6.44499
406.00003,27.06668,6.43598
406.1,27.07327,6.4321
406.2,27.08002,6.45138
406.30003,27.08661,6.44011
406.40003,27.09325,6.44307
406.50003,27.10011,6.4517
406.6,27.10659,6.43093
406.7,27.11323,6.43136
406.80003,27.1202,6.44061
406.90003,27.12663,6.42417
407.00003,27.13321,6.42825
407.1,27.14002,6.43001
407.2,27.14666,6.44688
407.30003,27.15331,6.43309
407.40003,27.16005,6.45282
407.50003,27.1667,6.44467
407.6,27.17334,6.44335
407.7,27.18003,6.44555
407.80003,27.18663,6.45928
407.90003,27.19327,6.45235
408.00003,27.20002,6.46263
408.1,27.20671,6.45523
408.2,27.21341,6.45069
408.30003,27.22,6.44165
408.40003,27.2267,6.44176
408.50003,27.23339,6.44128
408.6,27.23993,6.4444
408.7,27.24657,6.45687
408.80003,27.25343,6.4411
408.90003,27.26002,6.46502
409.00003,27.26661,6.45612
409.1,27.27341,6.41756
409.2,27.28,6.44976
409.30003,27.28659,6.46311
409.40003,27.29339,6.459
409.50003,27.29998,6.46256
409.6,27.30662,6.44219
409.7,27.31348,6.43844
409.80003,27.32002,6.4543
409.90003,27.32661,6.45484
410.00003,27.33341,6.44729
410.1,27.34,6.46589
410.2,27.34659,6.44933
410.30003,27.35334,6.45703
410.40003,27.35998,6.46572
410.50003,27.36668,6.43988
410.6,27.37332,6.46211
410.7,27.37996,6.44228
410.80003,27.38677,6.46164
410.90003,27.39331,6.46405
411.00003,27.39995,6.45555
411.1,27.4067,6.44989
411.2,27.41328,6.46261
411.30003,27.41988,6.45007
411.40003,27.42679,6.4772
411.50003,27.43332,6.46117
411.6,27.43996,6.42603
411.7,27.44677,6.45796
411.80003,27.4533,6.45483
411.90003,27.45989,6.44396
412.00003,27.4667,6.45793
412.1,27.47334,6.45228
412.2,27.47998,6.45312
412.30003,27.48673,6.46577
412.40003,27.49338,6.47519
412.50003,27.49996,6.4573
412.6,27.50666,6.45857
412.7,27.5133,6.47095
412.80003,27.52,6.46013
412.90003,27.5267,6.47239
413.00003,27.53334,6.46407
413.1,27.53998,6.45186
413.2,27.54668,6.49298
413.30003,27.55327,6.45636
413.40003,27.56002,6.49024
413.50003,27.56661,6.46794
413.6,27.57325,6.45738
413.7,27.58011,6.4473
413.80003,27.58664,6.48602
413.90003,27.59323,6.46473
414.00003,27.60009,6.47422
414.1,27.60663,6.46997
414.2,27.61327,6.46147
414.30003,27.62007,6.46778
414.40003,27.62666,6.47932
414.50003,27.6333,6.48333
414.6,27.64011,6.46375
414.7,27.64664,6.4915
414.80003,27.65334,6.47607
414.90003,27.66009,6.47258
415.00003,27.66668,6.46842
415.1,27.67327,6.46648
415.2,27.68002,6.48556
415.30003,27.68666,6.46629
415.40003,27.69331,6.47307
415.50003,27.7,6.48143
415.6,27.7067,6.49209
415.7,27.71339,6.47062
415.80003,27.71998,6.48068
415.90003,27.72652,6.49078
416.00003,27.73338,6.46625
416.1,27.74002,6.46924
416.2,27.74661,6.48017
416.30003,27.75341,6.46448
416.40003,27.76,6.46853
416.50003,27.76659,6.49471
416.6,27.77339,6.45947
416.7,27.77987,6.47662
416.80003,27.78662,6.47741
416.90003,27.79348,6.49153
417.00003,27.79996,6.48712
417.1,27.80661,6.43443
417.2,27.81341,6.47583
417.30003,27.81995,6.48575
417.40003,27.82659,6.50353
417.50003,27.83334,6.47203
417.6,27.83998,6.48017
417.7,27.84668,6.47614
417.80003,27.85337,6.47361
417.90003,27.85997,6.49604
418.00003,27.86672,6.45935
418.1,27.87336,6.46787
418.2,27.87995,6.47363
418.30003,27.8867,6.49874
418.40003,27.89329,6.4912
418.50003,27.89998,6.48272
418.6,27.90673,6.48134
418.7,27.91332,6.49517
418.80003,27.91996,6.47249
418.90003,27.92682,6.47399
419.00003,27.9333,6.48433
419.1,27.93989,6.47704
419.2,27.9467,6.49944
419.30003,27.95334,6.49124
419.40003,27.95993,6.50357
419.50003,27.96679,6.47734
419.6,27.97332,6.48479
419.7,27.97996,6.49521
419.80003,27.98671,6.48446
419.90003,27.99325,6.48621
420.00003,27.99989,6.48391
420.1,28.00675,6.48198
420.2,28.01339,6.49448
420.30003,28.01998,6.49454
420.40003,28.02668,6.49445
420.50003,28.03332,6.50037
420.6,28.04002,6.50415
420.7,28.04661,6.51046
420.80003,28.0533,6.49112
420.90003,28.06011,6.4955
421.00003,28.0667,6.48767
421.1,28.07328,6.48177
421.2,28.08009,6.49435
421.30003,28.08662,6.49494
421.40003,28.09327,6.48779
421.50003,28.10007,6.4877
421.6,28.10661,6.46919
421.7,28.1133,6.50451
421.80003,28.12016,6.51114
421.90003,28.12664,6.50667
422.00003,28.13329,6.48668
422.1,28.14014,6.50071
422.2,28.14668,6.51044
422.30003,28.15321,6.50117
422.40003,28.16007,6.5169
422.50003,28.16672,6.50226
422.6,28.1733,6.48131
422.7,28.18005,6.50709
422.80003,28.1867,6.47948
422.90003,28.19339,6.49173
423.00003,28.19998,6.49274
423.1,28.20652,6.49149
423.2,28.21332,6.49234
423.30003,28.21996,6.51445
423.40003,28.22661,6.50191
423.50003,28.23341,6.50828
423.6,28.23994,6.4869
423.7,28.24664,6.50066
423.80003,28.25345,6.50164
423.90003,28.25988,6.50665
424.00003,28.26652,6.5033
424.1,28.27348,6.49864
424.2,28.28002,6.50243
424.30003,28.28661,6.52161
424.40003,28.29346,6.5107
424.50003,28.3,6.51165
424.6,28.30659,6.50263
424.7,28.31334,6.49057
424.80003,28.31998,6.51642
424.90003,28.32668,6.49608
425.00003,28.33343,6.52368
425.1,28.34002,6.51314
425.2,28.34666,6.52781
425.30003,28.35336,6.51305
425.40003,28.35995,6.51614
425.50003,28.36664,6.50981
425.6,28.37334,6.51755
425.7,28.37998,6.50445
425.80003,28.38673,6.5215
425.90003,28.39332,6.50509
426.00003,28.39991,6.49046
426.1,28.40677,6.5078
426.2,28.4133,6.51663
426.30003,28.41989,6.50796
426.40003,28.4267,6.51878
426.50003,28.43334,6.5119
426.6,28.43993,6.51091
426.7,28.44673,6.50064
426.80003,28.45332,6.52104
426.90003,28.46002,6.5134
427.00003,28.46677,6.52662
427.1,28.4733,6.51842
427.2,28.47989,6.51962
427.30003,28.4867,6.5325
427.40003,28.49334,6.51597
427.50003,28.49998,6.53206
427.6,28.50673,6.50336
427.7,28.51337,6.50036
427.80003,28.52002,6.51671
427.90003,28.52661,6.53728
428.00003,28.53325,6.53123
428.1,28.54005,6.52397
428.2,28.54669,6.54654
428.30003,28.55334,6.51567
428.40003,28.56004,6.50614
428.50003,28.56668,6.52292
428.6,28.57327,6.52904
428.7,28.58002,6.5254
428.80003,28.58661,6.53155
428.90003,28.5933,6.52353
429.00003,28.60011,6.50636
429.1,28.60664,6.5165
429.2,28.61323,6.52126
429.30003,28.62009,6.51311
429.40003,28.62663,6.51916
429.50003,28.63327,6.51734
429.6,28.64007,6.52941
429.7,28.64666,6.5323
429.80003,28.6533,6.51555
429.90003,28.66005,6.53134
430.00003,28.66664,6.54058
430.1,28.67334,6.52017
430.2,28.68003,6.54966
430.30003,28.68663,6.52539
430.40003,28.69332,6.52654
430.50003,28.70002,6.53501
430.6,28.70666,6.51461
430.7,28.71336,6.52775
430.80003,28.71995,6.54534
430.90003,28.7267,6.53494
431.00003,28.73345,6.53172
431.1,28.73998,6.49951
431.2,28.74657,6.54597
431.30003,28.75343,6.52561
431.40003,28.75997,6.53353
431.50003,28.76661,6.52794
431.6,28.77341,6.51772
431.7,28.78,6.5285
431.80003,28.78659,6.53317
431.90003,28.79339,6.54574
432.00003,28.79993,6.51197
432.1,28.80662,6.53261
432.2,28.81348,6.53413
432.30003,28.82002,6.5516
432.40003,28.82661,6.5451
432.50003,28.83341,6.53383
432.6,28.84,6.55587
432.7,28.84659,6.54411
432.80003,28.85334,6.52986
432.90003,28.85998,6.53259
433.00003,28.86673,6.5235
433.1,28.87332,6.53851
433.2,28.87996,6.53148
433.30003,28.88671,6.5403
433.40003,28.8933,6.55966
433.50003,28.89995,6.53763
433.6,28.9067,6.54096
433.7,28.91328,6.53491
433.80003,28.91993,6.54577
433.90003,28.92679,6.55189
434.00003,28.93327,6.529
434.1,28.93996,6.52494
434.2,28.94682,6.54216
434.30003,28.9533,6.55405
434.40003,28.95989,6.55503
434.50003,28.96675,6.54135
434.6,28.97334,6.55701
434.7,28.97998,6.534
434.80003,28.98673,6.56443
434.90003,28.99338,6.53142
435.00003,28.99996,6.54776
435.1,29.00671,6.53196
435.2,29.0133,6.54231
435.30003,29.01995,6.53523
435.40003,29.0267,6.55158
435.50003,29.03334,6.52055
435.6,29.04003,6.5368
435.7,29.04668,6.55737
435.80003,29.05327,6.54378
435.90003,29.06002,6.57474
436.00003,29.06661,6.5451
436.1,29.0732,6.53944
436.2,29.08011,6.56785
436.30003,29.08664,6.55819
436.40003,29.09329,6.5439
436.50003,29.10009,6.55305
436.6,29.10662,6.53313
436.7,29.11327,6.55658
436.80003,29.12007,6.57375
436.90003,29.12666,6.57135
437.00003,29.1333,6.55365
437.1,29.14011,6.51992
437.2,29.1467,6.58974
437.30003,29.15328,6.56707
437.40003,29.16004,6.56216
437.50003,29.16673,6.55354
437.6,29.17332,6.5484
437.7,29.18002,6.54737
437.80003,29.18671,6.56693
437.90003,29.19336,6.56602
438.00003,29.19995,6.56057
438.1,29.20664,6.54237
438.2,29.21339,6.58353
438.30003,29.21998,6.54797
438.40003,29.22657,6.5593
438.50003,29.23338,6.54969
438.6,29.24002,6.56384
438.7,29.24661,6.55416
438.80003,29.25341,6.54734
438.90003,29.26,6.57398
439.00003,29.26664,6.55077
439.1,29.27345,6.56098
439.2,29.27987,6.54977
439.30003,29.28657,6.58649
439.40003,29.29343,6.57678
439.50003,29.29996,6.5554
439.6,29.30661,6.5717
439.7,29.31341,6.57202
439.80003,29.32,6.56366
439.90003,29.32659,6.58547
440.00003,29.33329,6.56107
440.1,29.33998,6.55843
440.2,29.34668,6.55841
440.30003,29.35337,6.5454
440.40003,29.36002,6.56422
440.50003,29.36671,6.57158
440.6,29.37336,6.56269
440.7,29.37995,6.57298
440.80003,29.38664,6.56855
440.90003,29.39329,6.54412
441.00003,29.39998,6.57732
441.1,29.40679,6.55999
441.2,29.41332,6.5625
441.30003,29.41991,6.56927
441.40003,29.42677,6.5375
441.50003,29.4333,6.56565
441.6,29.43989,6.57536
441.7,29.44675,6.57914
441.80003,29.45334,6.55058
441.90003,29.45998,6.58918
442.00003,29.46673,6.59066
442.1,29.47332,6.56479
442.2,29.47996,6.5711
442.30003,29.48677,6.56276
442.40003,29.4933,6.5734
442.50003,29.49995,6.58066
442.6,29.50675,6.55913
442.7,29.51334,6.57767
442.80003,29.51998,6.56629
442.90003,29.52668,6.57092
443.00003,29.53338,6.59244
443.1,29.54002,6.56219
443.2,29.54661,6.5424
443.30003,29.5533,6.55792
443.40003,29.56005,6.57755
443.50003,29.5667,6.58825
443.6,29.57328,6.55936
443.7,29.58014,6.57795
443.80003,29.58668,6.58116
443.90003,29.59327,6.56744
444.00003,29.60002,6.58705
444.1,29.6066,6.58324
444.2,29.6133,6.57727
444.30003,29.62016,6.58213
444.40003,29.6267,6.58274
444.50003,29.63329,6.5767
444.6,29.64014,6.5843
444.7,29.64662,6.58638
444.80003,29.65321,6.56877
444.90003,29.66002,6.58582
445.00003,29.66671,6.57266
445.1,29.6733,6.58757
445.2,29.68005,6.59503
445.30003,29.68664,6.57099
445.40003,29.69334,6.58421
445.50003,29.69998,6.586
445.6,29.70657,6.56335
445.7,29.71332,6.57946
445.80003,29.72002,6.58787
445.90003,29.72666,6.58627
446.00003,29.73341,6.58091
446.1,29.73994,6.59699
446.2,29.74664,6.59536
446.30003,29.75345,6.58279
446.40003,29.75987,6.5717
446.50003,29.76657,6.58545
446.6,29.77348,6.57285
446.7,29.77996,6.60319
446.80003,29.78655,6.59442
446.90003,29.79346,6.58625
447.00003,29.80005,6.59425
447.1,29.80659,6.56959
447.2,29.81334,6.5952
447.30003,29.81998,6.58527
447.40003,29.82662,6.56753
447.50003,29.83337,6.59041
447.6,29.84002,6.58184
447.7,29.84666,6.59576
447.80003,29.85341,6.59942
447.90003,29.86,6.5744
448.00003,29.86659,6.59301
448.1,29.87328,6.57898
448.2,29.87998,6.57932
448.30003,29.88673,6.60177
448.40003,29.89332,6.61304
448.50003,29.89996,6.57529
448.6,29.90677,6.583
448.7,29.9133,6.58283
448.80003,29.91984,6.61015
448.90003,29.92675,6.5939
449.00003,29.93334,6.59827
449.1,29.93998,6.57777
449.2,29.94678,6.61976
449.30003,29.95327,6.59103
449.40003,29.95991,6.59738
449.50003,29.96671,6.58746
449.6,29.9733,6.59121
449.7,29.97994,6.59542
449.80003,29.9867,6.59568
449.90003,29.99334,6.59931
450.00003,29.99993,6.58776
450.10003,30.00668,6.59134
450.2,30.01337,6.60412
450.30003,30.02002,6.59466
450.40003,30.02666,6.60228
450.50003,30.0333,6.61259
450.60003,30.04005,6.60197
450.7,30.04669,6.60679
450.80003,30.05329,6.58368
450.90003,30.06004,6.57584
451.00003,30.06673,6.59849
451.10003,30.07327,6.59993
451.2,30.08002,6.59313
451.30003,30.08661,6.58174
451.40003,30.09325,6.61882
451.50003,30.10011,6.61191
451.60003,30.10664,6.57973
451.7,30.11323,6.61047
451.80003,30.12014,6.6187
451.90003,30.12663,6.61526
452.00003,30.13321,6.60243
452.10003,30.14002,6.58829
452.2,30.14666,6.61026
452.30003,30.1533,6.61577
452.40003,30.16005,6.61478
452.50003,30.16664,6.61184
452.60003,30.17334,6.59464
452.7,30.17998,6.60119
452.80003,30.18657,6.61761
452.90003,30.19332,6.62712
453.00003,30.20002,6.62388
453.10003,30.20666,6.58683
453.2,30.21336,6.61143
453.30003,30.22,6.60675
453.40003,30.22664,6.61377
453.50003,30.23339,6.6315
453.60003,30.23998,6.60788
453.7,30.24657,6.60526
453.80003,30.25343,6.6092
453.90003,30.25996,6.63297
454.00003,30.26661,6.60234
454.10003,30.27341,6.6103
454.2,30.28,6.61166
454.30003,30.28659,6.61843
454.40003,30.29339,6.61778
454.50003,30.29998,6.61659
454.60003,30.30662,6.5954
454.7,30.31343,6.62766
454.80003,30.32002,6.62424
454.90003,30.32661,6.59918
455.00003,30.33346,6.61835
455.10003,30.34,6.62254
455.2,30.34659,6.60713
455.30003,30.35334,6.61486
455.40003,30.35998,6.62777
455.50003,30.36668,6.62759
455.60003,30.37337,6.60515
455.7,30.38002,6.61457
455.80003,30.38677,6.61754
455.90003,30.3933,6.61804
456.00003,30.39995,6.61694
456.10003,30.40669,6.59839
456.2,30.41328,6.6045
456.30003,30.41998,6.62079
456.40003,30.42678,6.62791
456.50003,30.43332,6.62249
456.60003,30.43996,6.59908
456.7,30.44682,6.62745
456.80003,30.45325,6.61448
456.90003,30.45989,6.63234
457.00003,30.46675,6.62778
457.10003,30.47334,6.61455
457.2,30.47998,6.62486
457.30003,30.48673,6.62508
457.40003,30.49337,6.63527
457.50003,30.49996,6.62924
457.60003,30.50671,6.62198
457.7,30.5133,6.62517
457.80003,30.52,6.61928
457.90003,30.5267,6.61537
458.00003,30.53334,6.61928
458.10003,30.53998,6.62206
458.2,30.54668,6.62853
458.30003,30.55327,6.63622
458.40003,30.56007,6.61701
458.50003,30.56661,6.63033
458.60003,30.57325,6.61995
458.7,30.58011,6.62963
458.80003,30.58659,6.62925
458.90003,30.59329,6.6258
459.00003,30.60014,6.65046
459.10003,30.60662,6.60704
459.2,30.61327,6.62611
459.30003,30.62007,6.62153
459.40003,30.62666,6.61388
459.50003,30.63325,6.60036
459.60003,30.64011,6.60196
459.7,30.6467,6.63146
459.80003,30.65334,6.6359
459.90003,30.66009,6.63587
460.00003,30.66668,6.63766
460.10003,30.67327,6.63489
460.2,30.68002,6.64048
460.30003,30.68671,6.64432
460.40003,30.69336,6.631
460.50003,30.7,6.65806
460.60003,30.70669,6.62846
460.7,30.71334,6.62983
460.80003,30.71998,6.6321
460.90003,30.72657,6.65061
461.00003,30.73337,6.63958
461.10003,30.74002,6.64833
461.2,30.74661,6.61864
461.30003,30.75341,6.63073
461.40003,30.76,6.65007
461.50003,30.76659,6.6328
461.60003,30.77345,6.64201
461.7,30.77993,6.65622
461.80003,30.78657,6.64
461.90003,30.79348,6.64748
462.00003,30.80002,6.63644
462.10003,30.8066,6.6425
462.2,30.81341,6.62818
462.30003,30.82,6.6499
462.40003,30.82664,6.64628
462.50003,30.83334,6.62844
462.60003,30.83998,6.62906
462.7,30.84668,6.64019
462.80003,30.85337,6.65108
462.90003,30.86002,6.63563
463.00003,30.86671,6.63013
463.10003,30.87335,6.63282
463.2,30.87995,6.65715
463.30003,30.8867,6.6488
463.40003,30.89328,6.63965
463.50003,30.89998,6.67045
463.60003,30.90673,6.64448
463.7,30.91332,6.63864
463.80003,30.91996,6.64684
463.90003,30.92677,6.64061
464.00003,30.9333,6.63868
464.10003,30.93984,6.64623
464.2,30.94675,6.64467
464.30003,30.95334,6.65361
464.40003,30.95998,6.65404
464.50003,30.96678,6.65198
464.60003,30.97337,6.6414
464.7,30.97996,6.64767
464.80003,30.98671,6.6427
464.90003,30.99325,6.63509
465.00003,30.99995,6.6399
465.10003,31.00675,6.65205
465.2,31.01334,6.63888
465.30003,31.01998,6.6414
465.40003,31.02668,6.65041
465.50003,31.03332,6.68063
465.60003,31.04002,6.65284
465.7,31.04661,6.64301
465.80003,31.0533,6.66717
465.90003,31.06005,6.66119
466.00003,31.06664,6.6501
466.10003,31.07323,6.63717
466.2,31.08009,6.653
466.30003,31.08668,6.6419
466.40003,31.09327,6.66791
466.50003,31.10007,6.66504
466.60003,31.1066,6.65134
466.7,31.1133,6.65573
466.80003,31.12011,6.64339
466.90003,31.12664,6.64405
467.00003,31.13328,6.66774
467.10003,31.14014,6.64823
467.2,31.14668,6.65884
467.30003,31.15321,6.65163
467.40003,31.16002,6.66953
467.50003,31.16666,6.65563
467.60003,31.1733,6.64581
467.7,31.18005,6.65837
467.80003,31.18664,6.64679
467.90003,31.19334,6.66077
468.00003,31.19998,6.66669
468.10003,31.20651,6.654
468.2,31.21332,6.67734
468.30003,31.22002,6.67048
468.40003,31.22666,6.63829
468.50003,31.23341,6.66666
468.60003,31.23994,6.62431
468.7,31.24664,6.66739
468.80003,31.25344,6.66939
468.90003,31.25987,6.68885
469.00003,31.26657,6.66669
469.10003,31.27348,6.6593
469.2,31.28001,6.65742
469.30003,31.28661,6.65505
469.40003,31.29346,6.66037
469.50003,31.30005,6.65149
469.60003,31.30659,6.64825
469.7,31.31334,6.6671
469.80003,31.31998,6.66826
469.90003,31.32667,6.6788
470.00003,31.33337,6.66498
470.10003,31.34002,6.64393
470.2,31.3466,6.67799
470.30003,31.35341,6.6695
470.40003,31.36,6.67929
470.50003,31.36664,6.65771
470.60003,31.37334,6.66708
470.7,31.37998,6.67124
470.80003,31.38673,6.67823
470.90003,31.39332,6.66062
471.00003,31.39991,6.66592
471.10003,31.40682,6.6722
471.2,31.4133,6.67714
471.30003,31.41989,6.66655
471.40003,31.42675,6.67166
471.50003,31.43328,6.66254
471.60003,31.43993,6.6472
471.7,31.44678,6.67867
471.80003,31.45332,6.68113
471.90003,31.45996,6.67008
472.00003,31.46676,6.67606
472.10003,31.47325,6.65683
472.2,31.47989,6.68815
472.30003,31.48675,6.6737
472.40003,31.49339,6.66469
472.50003,31.49998,6.67129
472.60003,31.50673,6.66305
472.7,31.51337,6.67452
472.80003,31.52001,6.66328
472.90003,31.5266,6.65297
473.00003,31.5333,6.67092
473.10003,31.54005,6.66188
473.2,31.54669,6.68543
473.30003,31.55334,6.67507
473.40003,31.56003,6.66546
473.50003,31.56662,6.68041
473.60003,31.57327,6.65127
473.7,31.58007,6.70671
473.80003,31.5866,6.66703
473.90003,31.5933,6.6885
474.00003,31.60016,6.6859
474.10003,31.60664,6.67016
474.2,31.61323,6.68974
474.30003,31.62014,6.67868
474.40003,31.62668,6.68243
474.50003,31.63327,6.67302
474.60003,31.64007,6.67578
474.7,31.64666,6.67279
474.80003,31.6533,6.68868
474.90003,31.66005,6.66766
475.00003,31.66669,6.68289
475.10003,31.67334,6.67724
475.2,31.68003,6.6948
475.30003,31.68662,6.69374
475.40003,31.69327,6.68145
475.50003,31.70002,6.70461
475.60003,31.70666,6.67346
475.7,31.71341,6.68107
475.80003,31.72,6.6822
475.90003,31.72664,6.69298
476.00003,31.73344,6.67636
476.10003,31.73993,6.68038
476.2,31.74651,6.68608
476.30003,31.75342,6.67565
476.40003,31.76002,6.69989
476.50003,31.76661,6.67671
476.60003,31.77341,6.67794
476.7,31.78,6.68077
476.80003,31.78659,6.67275
476.90003,31.79339,6.67133
477.00003,31.79998,6.69325
477.10003,31.80662,6.67425
477.2,31.81348,6.70981
477.30003,31.82001,6.6735
477.40003,31.82661,6.68128
477.50003,31.83346,6.69126
477.60003,31.84,6.67661
477.7,31.84664,6.68761
477.80003,31.85334,6.67458
477.90003,31.85998,6.68028
478.00003,31.86673,6.6925
478.10003,31.87332,6.68508
478.2,31.87996,6.69575
478.30003,31.88671,6.68247
478.40003,31.8933,6.70881
478.50003,31.89994,6.69247
478.60003,31.90669,6.67558
478.7,31.91328,6.68346
478.80003,31.91998,6.69468
478.90003,31.92673,6.69972
479.00003,31.93332,6.68581
479.10003,31.94001,6.6812
479.2,31.94682,6.68634
479.30003,31.9533,6.69691
479.40003,31.95989,6.68406
479.50003,31.9667,6.7284
479.60003,31.97334,6.69045
479.7,31.97998,6.69033
479.80003,31.98673,6.69685
479.90003,31.99337,6.6979
480.00003,31.99996,6.69351
480.10003,32.00666,6.68504
480.2,32.0133,6.69987
480.30003,32.01994,6.70446
480.40003,32.02669,6.7103
480.50003,32.03334,6.67587
480.60003,32.04003,6.69489
480.7,32.04673,6.71162
480.80003,32.05327,6.68027
480.90003,32.06001,6.68729
481.00003,32.0666,6.67589
481.10003,32.07325,6.67456
481.2,32.0801,6.69472
481.30003,32.08664,6.70514
481.40003,32.09328,6.69043
481.50003,32.10014,6.69937
481.60003,32.10662,6.6966
481.7,32.11327,6.68957
481.80003,32.12007,6.71817
481.90003,32.12666,6.70477
482.00003,32.1333,6.69904
482.10003,32.1401,6.70137
482.2,32.14664,6.68309
482.30003,32.15333,6.69537
482.40003,32.16008,6.69606
482.50003,32.16668,6.69605
482.60003,32.17326,6.68265
482.7,32.18001,6.69774
482.80003,32.18666,6.70906
482.90003,32.1933,6.7091
483.00003,32.2,6.7054
483.10003,32.20669,6.71185
483.2,32.21339,6.69524
483.30003,32.21998,6.71178
483.40003,32.22657,6.70747
483.50003,32.23337,6.69527
483.60003,32.23996,6.68247
483.7,32.24666,6.70039
483.80003,32.25346,6.69603
483.90003,32.26,6.70448
484.00003,32.26659,6.69585
484.10003,32.27344,6.70134
484.2,32.27992,6.71806
484.30003,32.28651,6.71757
484.40003,32.29348,6.71407
484.50003,32.30002,6.69959
484.60003,32.3066,6.69813
